puzzle,category,date
STIR UP A HORNET'S NEST,Phrase,6/14/89*
BUNDLE OF ENERGY,Phrase,6/15/89*
GEORGE MICHAEL LANDON,Before & After,6/15/89*
HANGING ON EVERY WORD,Phrase,6/15/89*
SADDER BUT WISER,Phrase,6/15/89*
FAX MACHINE,Thing,9/4/89
SPENDING TIME BEHIND BARS,Event,9/4/89
THAT'S WHAT LITTLE GIRLS ARE MADE OF,Quotation,9/4/89
LABOR DAY WEEKEND,Event,9/4/89
FIELD OF DREAMS,Title,9/5/89
MUSICAL & LOVE NOTES,Same Name,9/5/89
CHINA'S STUDENT REBELLION,Event,9/5/89
NORMAL BODY TEMPERATURE,Thing,9/5/89
THE SALTON SEA,Place,9/5/89
PITTSBURGH PIRATES,People,9/6/89
EFFERVESCENT SPRING WATER,Thing,9/6/89
CULTURED PEARLS OF WISDOM,Before & After,9/6/89
FEDERAL MEDIATOR,Occupation,9/6/89
BUCKWHEAT PANCAKES,Things,9/6/89
TOP PRIORITY,Thing,9/7/89
HE ARRIVED INCOGNITO,Phrase,9/7/89
THE GREATEST NAMES IN SPORTS,People,9/7/89
BEACON OF LIGHT,Thing,9/7/89
THINGS ARE LOOKING UP,Phrase,9/8/89
TENNESSEE VALLEY AUTHORITY,People,9/8/89
CHOCOLATE-COVERED FROZEN BANANA,Thing,9/8/89
MOBY DICK CLARK,Before & After,9/8/89
JOHN MCENROE AND TATUM O'NEAL,People,9/11/89
STAND PAT NIXON,Before & After,9/11/89
GETTING A JUMP ON THE COMPETITION,Phrase,9/11/89
LIVE ENTERTAINMENT,Phrase,9/11/89
DENNIS QUAID,Person,9/12/89
RIDING OUT THE STORM,Phrase,9/12/89
BALANCED BUDGET RENT A CAR,Before & After,9/12/89
HOLLANDAISE SAUCE,Thing,9/12/89
IN THE CIVILIZED WORLD,Phrase,9/12/89
TICKLED PINK CADILLAC,Before & After,9/13/89
A GLIMPSE INTO THE FUTURE,Phrase,9/13/89
DR LIVINGSTONE I PRESUME,Quotation,9/13/89
STATE PENITENTIARY,Place,9/13/89
STRANGE AS IT SEEMS,Phrase,9/13/89
LET'S GIVE OUR GUEST A WARM WELCOME,Phrase,9/14/89
LEARNING TO LAUGH AT YOURSELF,Phrase,9/14/89
CENTRAL NERVOUS & COMPUTER SYSTEM,Same Name,9/14/89
STRICT CODE OF ETHICS,Thing,9/14/89
MYTHOLOGICAL BIRD,Thing,9/14/89
BATMAN AND ROBIN,Fictional Characters,9/15/89
IN A MANNER OF SPEAKING,Phrase,9/15/89
SINGE ONE'S EYELASHES,Phrase,9/15/89
TOTALITARIAN GOVERNMENT,Thing,9/15/89
CHILDHOOD FRIENDS,People,9/15/89
WHISKED AWAY,Phrase,9/18/89
SCARLETT & JOHN O'HARA,Same Name,9/18/89
HOT DOG WITH MUSTARD AND PICKLES,Things,9/18/89
MAJOR CATASTROPHE,Event,9/18/89
PHOTOS IN THE FAMILY ALBUM,Things,9/19/89
LAST-DITCH EFFORT,Phrase,9/19/89
THIS IS YOUR CAPTAIN SPEAKING,Phrase,9/19/89
JIMMY STEWART,Person,9/19/89
BEIJING CHINA,Place,9/19/89
PRINCESS DIANA,Person,9/20/89
SPREADING YOURSELF TOO THIN,Phrase,9/20/89
WITNESS & UMBRELLA STAND,Same Name,9/20/89
AIRLINE PILOT,Occupation,9/20/89
TEMPER TANTRUM,Thing,9/20/89
MAGNOLIA TREE,Thing,9/20/89
BLAZING THE TRAIL,Phrase,9/21/89
STIFF COMPETITION,Phrase,9/21/89
WE HOLD THESE TRUTHS TO BE SELF-EVIDENT,Quotation,9/21/89
HEART PALPITATIONS,Things,9/21/89
AN OFFER YOU CAN'T REFUSE,Thing,9/22/89
CORNED BEEF HASH,Thing,9/22/89
IT ALL BOILS DOWN TO THIS,Phrase,9/22/89
RADICAL DEPARTURE,Phrase,9/22/89
BASEBALL GLOVE,Thing,9/22/89
LIVE NEWS COVERAGE,Event,9/25/89
MY PRIDE AND JOY,Phrase,9/25/89
BONN WEST GERMANY,Place,9/25/89
SPLIT DOWN THE MIDDLE,Phrase,9/25/89
GREAT BALLS OF FIRE,Title,9/26/89
SWEAT & PINSTRIPED SUIT,Same Name,9/26/89
LATIN AMERICAN LEADERS,People,9/26/89
FERRIS WHEEL OF FORTUNE,Before & After,9/26/89
COUNTRY MUSIC SINGER,Person,9/27/89
SHARK-INFESTED WATERS,Place,9/27/89
THE BRITISH CROWN COLONY OF HONG KONG,Place,9/27/89
DETRIMENTAL TO YOUR HEALTH,Phrase,9/27/89
DOGGIE & BUTTERMILK BISCUITS,Same Name,9/28/89
UNDER FALSE PRETENSES,Phrase,9/28/89
YOU CAN RUN BUT YOU CAN'T HIDE,Phrase,9/28/89
SECOND IN COMMAND,Person,9/28/89
WORDS OF WISDOM TOOTH,Before & After,9/29/89
IN CASE YOU HADN'T NOTICED,Phrase,9/29/89
TYPOGRAPHICAL ERROR,Thing,9/29/89
MEXICAN AMERICANS,People,9/29/89
PERPLEXED LOOK,Thing,9/29/89
PUT UP YOUR DUKES,Phrase,10/2/89
BOB HOPE SPRINGS ETERNAL,Before & After,10/2/89
POLITICAL ASYLUM,Phrase,10/2/89
ESCAPE MECHANISM,Thing,10/2/89
FAMILY TREE,Thing,10/2/89
RAVE REVIEWS,Things,10/3/89
CRAWL BETWEEN THE SHEETS,Phrase,10/3/89
HIGHWAYS AND BYWAYS,Phrase,10/3/89
DAISY CHAIN OF EVENTS,Before & After,10/3/89
CORNER DRUG STORE,Place,10/4/89
MIRACLE OF MIRACLES,Phrase,10/4/89
GEORGE C SCOTT AS PATTON,People,10/4/89
YOUR HEART'S IN THE RIGHT PLACE,Phrase,10/4/89
JOLLY ROGER MOORE,Before & After,10/4/89
TWINKLING LIGHTS,Things,10/5/89
IF YOU'VE GOT IT FLAUNT IT,Phrase,10/5/89
GILBERT & ED SULLIVAN,Same Name,10/5/89
CROSS-POLLINATION,Thing,10/5/89
HOMOGENIZED MILK OF HUMAN KINDNESS,Before & After,10/6/89
SYLVESTER STALLONE AS ROCKY,Person/Fictional Character,10/6/89
OFFSHORE OIL DRILLING,Thing,10/6/89
PICCADILLY CIRCUS,Place,10/6/89
MISCHIEF-MAKER,Person,10/6/89
PATRICK HENRY THE EIGHTH,Before & After,10/9/89
Y CHROMOSOME,Thing,10/9/89
GATHER YE ROSEBUDS WHILE YE MAY,Quotation,10/9/89
VIEW WITH ALARM,Phrase,10/9/89
SHREVEPORT LOUISIANA,Place,10/9/89
SOMEWHERE OVER THE RAINBOW TROUT,Before & After,10/10/89
HIGH BLOOD PRESSURE,Thing,10/10/89
TOMORROW MORNING'S NEWSPAPER,Thing,10/10/89
REFRESH MY MEMORY,Phrase,10/10/89
CREPE SUZETTE,Thing,10/11/89
FLASHED A WINNING SMILE,Phrase,10/11/89
JULIE ANDREWS IN THE SOUND OF MUSIC,Person/Title,10/11/89
MONTREAL EXPOS,People,10/11/89
CHAMPAGNE BUBBLES,Things,10/12/89
MUMBLING AND GRUMBLING,Phrase,10/12/89
NEW YORK'S MADISON SQUARE GARDEN,Place,10/12/89
VETERINARIAN,Occupation,10/12/89
GHOST STORY,Thing,10/13/89
OUT OF A CLEAR SKY,Phrase,10/13/89
LONDON BRIDGE OVER TROUBLED WATER,Before & After,10/13/89
GEOLOGICAL SURVEY,Thing,10/13/89
PETER SELLERS AS INSPECTOR CLOUSEAU,Star & Role,10/16/89
ILLEGALLY PARKED CARS,Things,10/16/89
RHODE & NO MAN IS AN ISLAND,Same Name,10/16/89
EXXON'S ALASKA OIL SPILL,Event,10/16/89
READER'S DIGEST,Title,10/16/89
DESE DEM AND DOSE GUYS,Phrase,10/17/89
BRIGHAM YOUNG AT HEART,Before & After,10/17/89
COVERS A MULTITUDE OF SINS,Phrase,10/17/89
HEIDELBERG WEST GERMANY,Place,10/17/89
RAUCOUS BEHAVIOR,Thing,10/18/89
NOT FOR ALL THE TEA IN CHINA,Phrase,10/18/89
LUSH TROPICAL GREENERY,Thing,10/18/89
SINGER-SONGWRITER,Occupation,10/18/89
WHO'S MINDING THE STORE,Phrase,10/19/89
GROSS EXAGGERATION,Thing,10/19/89
BY THE SWEAT OF YOUR BROW,Phrase,10/19/89
GREEK ALPHABET,Thing,10/19/89
GIMME A BUZZ,Phrase,10/20/89
SCOTTISH BAGPIPER,Person,10/20/89
KERMIT THE FROG AND MISS PIGGY,Fictional Characters,10/20/89
COLLEGE ALUMNI DINNER,Event,10/20/89
BERMUDA & SHORT SHORTS,Same Name,10/23/89
GETTING YOUR SIGNALS CROSSED,Phrase,10/23/89
MALCOM FORBES AND ELIZABETH TAYLOR,People,10/23/89
SOFT TO THE TOUCH,Phrase,10/23/89
FREEWAY TRAFFIC,Thing,10/23/89
TENTATIVELY SET,Phrase,10/24/89
NORTH SOUTH EAST AND WEST,Phrase,10/24/89
PRESIDENT BUSH'S WAR ON DRUGS,Event,10/24/89
SHOELESS JOE JACKSON,Person,10/24/89
TRAMPLED UNDERFOOT,Phrase,10/24/89
FASTER THAN GREASED LIGHTNING,Phrase,10/25/89
DUNE & BABY BUGGY,Same Name,10/25/89
TAX-DEDUCTIBLE CONTRIBUTION,Thing,10/25/89
MICHAEL KEATON AS BATMAN,Star & Role,10/25/89
BUSINESS ASSOCIATES,People,10/25/89
BREAKFAST FOOD FOR THOUGHT,Before & After,10/26/89
THERE'S A METHOD TO MY MADNESS,Phrase,10/26/89
TOUGH COMPETITION,Phrase,10/26/89
HARBORING A GRUDGE,Phrase,10/26/89
ON THE FIRING LINE,Phrase,10/26/89
STAKE YOUR CLAIM,Phrase,10/27/89
DON'T GO AWAY MAD JUST GO AWAY,Phrase,10/27/89
THE LONGEST-RUNNING SHOW ON BROADWAY,Thing,10/27/89
HEREDITY AND ENVIRONMENT,Things,10/27/89
BARBECUE SPIT,Thing,10/30/89
FIRST AND FOREMOST,Phrase,10/30/89
MICHAEL JACKSON MISSISSIPPI,Before & After,10/30/89
GOOD FOR THE SOUL,Phrase,10/30/89
NO SKIN OFF MY NOSE,Phrase,10/31/89
JIM AND TAMMY FAYE BAKKER,People,10/31/89
DEFENDERS OF WOMEN'S RIGHTS,People,10/31/89
DUCKING THE ISSUE,Phrase,10/31/89
BRING 'EM BACK ALIVE,Phrase,11/1/89
ITS FLEECE WAS WHITE AS SNOW,Quotation,11/1/89
SEPTEMBER OCTOBER NOVEMBER DECEMBER,Things,11/1/89
ROUND TABLE DISCUSSION,Event,11/1/89
FOUR-STAR GENERAL,Person,11/1/89
GUARDIAN & HELL'S ANGELS,Same Name,11/2/89
PARTING IS SUCH SWEET SORROW,Quotation,11/2/89
FOREIGN DIGNITARY,Person,11/2/89
BISMARCK NORTH DAKOTA,Place,11/2/89
TELLING TALL TALES,Phrase,11/3/89
WE'RE AT A STANDSTILL,Phrase,11/3/89
MEL & OUR MISS BROOKS,Same Name,11/3/89
INTOXICATING LIQUORS,Things,11/3/89
THE BEST OF THE BUNCH,Phrase,11/3/89
MICHELE & ROBERT E LEE,Same Name,11/6/89
WHATEVER YOUR HEART DESIRES,Phrase,11/6/89
DOUBLE-BREASTED GABARDINE SUIT,Thing,11/6/89
GREASE MY PALM,Phrase,11/6/89
CAUGHT OFF GUARD,Phrase,11/7/89
JOHNNY CASH REGISTER,Before & After,11/7/89
THE BASIC FOUR FOOD GROUPS,Things,11/7/89
CLIMB EVERY MOUNTAIN,Phrase,11/7/89
EXPECTING A BLESSED EVENT,Phrase,11/8/89
LONG JOHN & HI-YO SILVER,Same Name,11/8/89
THE UPPER ECHELON,People,11/8/89
ROVING REPORTER,Person,11/8/89
THICK CREAMY MILK SHAKE,Thing,11/9/89
BEST-SELLING AUTHOR,Person,11/9/89
ARCHBISHOP OF CANTERBURY TALES,Before & After,11/9/89
EPIDEMIC PROPORTIONS,Phrase,11/9/89
UTTER CONFUSION,Phrase,11/10/89
HICKORY-SMOKED HAM,Thing,11/10/89
AND CROWN THY GOOD WITH BROTHERHOOD,Quotation,11/10/89
CHARLTON HESTON AS BEN-HUR,Star & Role,11/10/89
EAGER & LEAVE IT TO BEAVER,Same Name,11/13/89
AMERICAN LEAGUE PENNANT,Thing,11/13/89
BREAKING THE DEADLOCK,Phrase,11/13/89
ALASKAN KING SALMON,Thing,11/13/89
THE WORLD IS MY OYSTER,Phrase,11/14/89
AUDREY & GREEN MEADOWS,Same Name,11/14/89
LARRY HAGMAN AS J R EWING,Star & Role,11/14/89
UNANSWERED QUESTIONS,Things,11/14/89
LETHAL WEAPON,Title,11/15/89
COMPUTER VIRUS,Thing,11/15/89
NEHRU & SAFARI JACKET,Same Name,11/15/89
PREPARING FOR THE INEVITABLE,Phrase,11/15/89
PAUL HOGAN AS CROCODILE DUNDEE,Star & Role,11/16/89
THANK GOD IT'S FRIDAY,Phrase,11/16/89
EVERY EXCUSE IN THE BOOK,Phrase,11/16/89
MIKHAIL GORBACHEV,Person,11/16/89
JOHNNY BENCH PRESS,Before & After,11/17/89
HOPING AGAINST HOPE,Phrase,11/17/89
PEANUTS CARTOONIST CHARLES SCHULZ,Person,11/17/89
DEFENSE MECHANISM,Thing,11/17/89
TWIST OF & MEADOWLARK LEMON,Same Name,11/20/89
SPEAKING THE SAME LANGUAGE,Phrase,11/20/89
TONY AND JAMIE LEE CURTIS,People,11/20/89
IN SHORT SUPPLY,Phrase,11/20/89
TENNIS RACKET,Thing,11/21/89
SOMETHING YOU CAN'T LIVE WITHOUT,Phrase,11/21/89
CANDLESTICK PARK IN SAN FRANCISCO,Place,11/21/89
SUGAR RAY LEONARD,Person,11/21/89
ALTER EGO,Phrase,11/21/89
KNAPSACK,Thing,11/21/89
GREGORY PECK ON THE CHEEK,Before & After,11/22/89
FILM CRITIC REX REED,Person,11/22/89
WHOLE NEW SET OF CIRCUMSTANCES,Phrase,11/22/89
BAUBLES BANGLES AND BEADS,Title,11/22/89
DELIVERY ROOM,Place,11/22/89
WILL YOU MARRY ME,Phrase,11/23/89
CHICAGO TRIBUNE,Title,11/23/89
ONE HUNDRED AND ONE DALMATIANS,Title,11/23/89
COPPER & HENNY PENNY,Same Name,11/23/89
CURDS AND WHEY,Things,11/23/89
KEEP YOUR EAR TO THE GROUND,Phrase,11/24/89
TOM SAWYER AND HUCKLEBERRY FINN,Fictional Characters,11/24/89
ITALIAN RESTAURANT,Place,11/24/89
ANTIQUE ROCKING CHAIR,Thing,11/24/89
RANDY TRAVIS,Person,11/24/89
MADAGASCAR,Place,11/24/89
BIRTHDAY CAKE,Thing,11/27/89
PORKY PIG IN A POKE,Before & After,11/27/89
PHIL DONAHUE AND MARLO THOMAS,Husband & Wife,11/27/89
BETHESDA MARYLAND,Place,11/27/89
SWEET'N LOW,Thing,11/27/89
STAND UP AND SHOUT,Phrase,11/28/89
THE FACT OF THE MATTER IS,Phrase,11/28/89
GENE KELLY STARRING IN AN AMERICAN IN PARIS,Person/Title,11/28/89
SMALL CLAIMS COURT,Place,11/28/89
COVER ALL THE BASES,Phrase,11/29/89
SEQUINED EVENING GOWN,Thing,11/29/89
WRIGLEY'S SPEARMINT GUM,Thing,11/29/89
GENERAL NORIEGA OF PANAMA,Person,11/29/89
SMORGASBORD,Thing,11/29/89
LENNY BRUCE WILLIS,Before & After,11/30/89
TURNING BACK THE CLOCK,Phrase,11/30/89
ALWAYS A BRIDESMAID NEVER A BRIDE,Phrase,11/30/89
GEORGE AND MARTHA WASHINGTON,Husband & Wife,11/30/89
HOTEL ROOM,Place,11/30/89
NAPOLEON AND JOSEPHINE,Husband & Wife,12/1/89
CAPITAL GAINS TAX,Thing,12/1/89
THAT SOUNDS LIKE A GOOD IDEA,Phrase,12/1/89
TOM SELLECK AS MAGNUM P I,Star & Role,12/1/89
DANDELIONS,Things,12/1/89
JESUS MARY AND JOSEPH,People,12/4/89
WEARING YOUR HEART ON YOUR SLEEVE,Phrase,12/4/89
ARCHITECTURAL DIGEST,Title,12/4/89
DOWN TO THE WIRE,Phrase,12/4/89
EAST GERMANS,People,12/4/89
FOOT THE BILL OF RIGHTS,Before & After,12/5/89
OH MY DARLING CLEMENTINE,Title,12/5/89
ELEANOR AND FRANKLIN DELANO ROOSEVELT,Husband & Wife,12/5/89
NO MATTER WHAT HAPPENS,Phrase,12/5/89
SECRET LOCATION,Place,12/5/89
IN BY NINE OUT BY FIVE,Phrase,12/6/89
AREA CODE AND TELEPHONE NUMBER,Things,12/6/89
LESLIE CARON AS GIGI,Star & Role,12/6/89
THIS LITTLE PIGGY,Fictional Character,12/6/89
OFFICE GOSSIP,Thing,12/7/89
GEORGE BURNS AND GRACIE ALLEN,Husband & Wife,12/7/89
INTERNATIONAL LAW,Thing,12/7/89
NEW YORK CITY'S SUBWAY SYSTEM,Thing,12/7/89
ALMOND COOKIES,Things,12/7/89
TED DANSON STARRING IN CHEERS,Person/Title,12/8/89
THE EXECUTIVE OFFICE OF THE PRESIDENT,People,12/8/89
MEL BROOKS AND ANNE BANCROFT,Husband & Wife,12/8/89
PRIVATE EYE,Occupation,12/8/89
CHRISTMAS BONUS,Thing,12/8/89
HOSPITAL VISITING HOURS,Things,12/11/89
OAKLAND ATHLETICS,People,12/11/89
VINCENT PRICE WAR,Before & After,12/11/89
UNDER WARRANTY,Phrase,12/11/89
SIMPLY IRRESISTIBLE,Phrase,12/12/89
ARCHBISHOP TUTU,Person,12/12/89
TALKED TILL I WAS BLUE IN THE FACE,Phrase,12/12/89
BILLY CRYSTAL PUNCH BOWL,Before & After,12/12/89
YOU'RE GETTING ON MY NERVES,Phrase,12/13/89
WIDOW'S & PIKES PEAK,Same Name,12/13/89
THE UNITED STATES EMBASSY IN MOSCOW,Place,12/13/89
ALCOHOLIC BEVERAGES,Things,12/13/89
JOHNNY AND JUNE CARTER CASH,Husband & Wife,12/14/89
WHO'S AFRAID OF VIRGINIA WOOLF,Title,12/14/89
THE BEST SEAT IN THE HOUSE,Place,12/14/89
UNLUCKY NUMBER THIRTEEN,Thing,12/14/89
CHANCE OF RAIN,Phrase,12/14/89
BOUILLABAISSE,Thing,12/14/89
VAMPIRE MOVIES,Things,12/15/89
NO EXPERIENCE NECESSARY,Phrase,12/15/89
JUMPING THROUGH HOOPS,Phrase,12/15/89
CARNIVAL & BOB BARKER,Same Name,12/15/89
BODYGUARD,Occupation,12/18/89
THE SPANISH-AMERICAN WAR,Event,12/18/89
ELVIS AND PRISCILLA PRESLEY,Husband & Wife,12/18/89
NO-FAULT INSURANCE,Thing,12/18/89
TAKING CENTER STAGE,Phrase,12/18/89
HALT WHO GOES THERE,Phrase,12/19/89
PLANT A KISS,Phrase,12/19/89
CHICAGO BULLS' MICHAEL JORDAN,Person,12/19/89
HEATED SWIMMING POOL,Thing,12/19/89
BETTY WHITE PICKET FENCE,Before & After,12/20/89
PERISHABLE FOODS,Things,12/20/89
JAMES DEAN IN REBEL WITHOUT A CAUSE,Person/Title,12/20/89
PRACTICING SELF-DISCIPLINE,Phrase,12/20/89
HE SEES YOU WHEN YOU'RE SLEEPIN',Quotation,12/21/89
SAUSAGE & CUFF LINKS,Same Name,12/21/89
HUMPHREY BOGART STARRING IN CASABLANCA,Person/Title,12/21/89
AUTOMOTIVE HISTORY,Thing,12/21/89
GARGOYLE,Thing,12/21/89
TRAFFIC SIGNAL,Thing,12/22/89
PETER PIPER PICKED A PECK OF PICKLED PEPPERS,Quotation,12/22/89
BETSY & DIANA ROSS,Same Name,12/22/89
SHUCKING CORN,Event,12/22/89
TROPICAL RAIN FOREST,Place,12/22/89
JINGLE BELLS JINGLE BELLS JINGLE ALL THE WAY,Quotation,12/25/89
OZZIE HARRIET RICKY AND DAVID NELSON,Family,12/25/89
CRYSTAL PAPERWEIGHT,Thing,12/25/89
RUGGED TERRAIN,Place,12/25/89
A LITTLE BIT OF EVERYTHING,Phrase,12/26/89
MAY YOUR DAYS BE MERRY AND BRIGHT,Quotation,12/26/89
INTELLECTUAL THINK TANK,Place,12/26/89
HOUSEHOLD WORD,Thing,12/26/89
SNEEZY DOC BASHFUL HAPPY GRUMPY SLEEPY AND DOPEY,Fictional Characters,12/27/89
TURKEY STUFFING,Thing,12/27/89
THE GHOST OF CHRISTMAS PAST,Fictional Character,12/27/89
RED SUSPENDERS,Things,12/27/89
SEA OF UMBRELLAS,Thing,12/28/89
MARY MARTIN SHEEN,Before & After,12/28/89
A TOAST TO THE BRIDE AND GROOM,Event,12/28/89
CHOCOLATE SOUFFLE,Thing,12/28/89
IRVING BERLIN'S WHITE CHRISTMAS,Thing,12/29/89
THE DECADE OF THE NINETIES,Thing,12/29/89
OLD NEWSPAPER CLIPPING,Thing,12/29/89
HARRY S BESS AND MARGARET TRUMAN,Family,12/29/89
WINTER CARNIVAL,Event,1/8/90
DUSTIN HOFFMAN STARRING IN TOOTSIE,Person/Title,1/8/90
LOOK WHO'S TALKING,Title,1/8/90
RESEARCH CHEMIST,Occupation,1/8/90
TURNED INSIDE OUT,Phrase,1/8/90
FILLET OF SOLE,Thing,1/8/90
GO FOR BROKE,Phrase,1/9/90
JUMBO SHRIMP COCKTAIL WAITRESS,Before & After,1/9/90
MICHAEL LYNN AND VANESSA REDGRAVE,Family,1/9/90
SINGING IN THE SHOWER,Event,1/9/90
SEALED WITH A KISS,Title,1/10/90
THE HANDWRITING'S ON THE WALL,Phrase,1/10/90
PAUL AND LINDA MC CARTNEY,Husband & Wife,1/10/90
DESIGNATED DRIVER,Person,1/10/90
FLANNEL SHIRT,Thing,1/10/90
PLANS ARE SHAPING UP,Phrase,1/11/90
CLINT EASTWOOD AS DIRTY HARRY CALLAHAN,Star & Role,1/11/90
STAINED-GLASS WINDOW,Thing,1/11/90
THE POWERS THAT BE,People,1/11/90
A LITTLE BIRD TOLD ME,Phrase,1/12/90
LAST NAME FIRST,Phrase,1/12/90
PRACTICE MAKES PERFECT STRANGERS,Before & After,1/12/90
THE NORMAN CONQUEST,Event,1/12/90
WATERING HOLE,Place,1/12/90
IN RETROSPECT,Phrase,1/12/90
MAKE IT SNAPPY,Phrase,1/15/90
DANNY DEVITO AND RHEA PEARLMAN,Husband & Wife,1/15/90
ELTON JOHN RITTER,Before & After,1/15/90
NATURAL CHILDBIRTH,Event,1/15/90
SPANISH RICE,Thing,1/15/90
DIET SOFT DRINK,Thing,1/15/90
DON'T PANIC,Phrase,1/16/90
THE EARTH'S CRUST OF BREAD,Before & After,1/16/90
TROPICAL FISH AQUARIUM,Thing,1/16/90
BLOW DRYER,Thing,1/16/90
CARELESS MISTAKES,Things,1/16/90
DEARLY BELOVED,Phrase,1/17/90
FOR ARGUMENT'S SAKE,Phrase,1/17/90
TELLY SAVALAS AS KOJAK,Star & Role,1/17/90
ACTION-PACKED DRAMA,Thing,1/17/90
END OF QUOTE,Phrase,1/17/90
GORGEOUS GEORGE,Nickname,1/18/90
REFRIGERATE AFTER OPENING,Phrase,1/18/90
GARRY TRUDEAU AND JANE PAULEY,Husband & Wife,1/18/90
MIDTOWN MANHATTAN,Place,1/18/90
HOLLYWOOD SCANDAL,Thing,1/19/90
FRIED ONION & ENGAGEMENT RING,Same Name,1/19/90
UNDER THE MOST EXTREME CONDITIONS,Phrase,1/19/90
MOUTH-WATERING DESSERT,Thing,1/19/90
BON APPETIT,Phrase,1/19/90
FEAST YOUR EYES ON THIS,Phrase,1/22/90
AMERICAN DENTAL ASSOCIATION,People,1/22/90
HELD WITHOUT BAIL,Phrase,1/22/90
EXPIRED DRIVER'S LICENSE,Thing,1/22/90
KICK UP YOUR HEELS,Phrase,1/23/90
ON AUTOMATIC PILOT,Phrase,1/23/90
AND JILL CAME TUMBLING AFTER,Quotation,1/23/90
COMING ON STRONG,Phrase,1/24/90
DOWN FOR THE COUNT DRACULA,Before & After,1/24/90
ACQUIRED TASTE,Thing,1/24/90
PICK UP WHERE YOU LEFT OFF,Phrase,1/24/90
PONCE DE LEON,Person,1/24/90
MINNIE PEARL NECKLACE,Before & After,1/25/90
DENIED ANY WRONGDOING,Phrase,1/25/90
CATCH ME IF YOU CAN,Phrase,1/25/90
HOMEROOM TEACHER,Person,1/25/90
SAM DONALDSON,Person,1/25/90
JACK IN THE BOX,Place,1/26/90
FOR YOUR DINING AND DANCING PLEASURE,Phrase,1/26/90
EDDIE MURPHY BROWN,Before & After,1/26/90
MAJOR SOCIAL ISSUES,Things,1/26/90
DISHPAN HANDS,Things,1/26/90
EXOTIC TROPICAL DRINK,Thing,1/29/90
JUST LIKE GRANDMA USED TO MAKE,Phrase,1/29/90
YOURS MINE AND OURS,Title,1/29/90
TAXPAYERS' DOLLARS,Things,1/29/90
DON'T DAWDLE,Phrase,1/30/90
JOHN LENNON AND YOKO ONO,Husband & Wife,1/30/90
CHOCOLATE LAYER CAKE,Thing,1/30/90
SYDNEY AUSTRALIA,Place,1/30/90
BATMOBILE,Thing,1/30/90
BAG OF POPCORN,Thing,1/30/90
BLOW THE LID OFF,Phrase,1/31/90
FOLLOW YOUR INSTINCTS,Phrase,1/31/90
MICHAEL & BO JACKSON,Same Name,1/31/90
IN THE PUBLIC EYE,Phrase,1/31/90
KOOKY COSTUME,Thing,1/31/90
WEIGHING THE PROS AND CONS,Phrase,2/1/90
FREDERICK'S OF HOLLYWOOD,Place,2/1/90
BANANA SPLIT INFINITIVE,Before & After,2/1/90
INCOME TAX DEDUCTION,Thing,2/1/90
STANDARD-BEARER,Person,2/1/90
YOUR PLACE OR MINE,Phrase,2/2/90
HAVING A LOT OF IRONS IN THE FIRE,Phrase,2/2/90
WILLIAM RANDOLPH AND PATRICIA HEARST,Family,2/2/90
WHAT'S YOUR MIDDLE NAME,Phrase,2/2/90
TEST KITCHEN,Place,2/2/90
SHOCKING PINK,Thing,2/5/90
SAVED BY THE BELL-BOTTOM JEANS,Before & After,2/5/90
KIRK AND MICHAEL DOUGLAS,Family,2/5/90
BLOOD TRANSFUSION,Thing,2/5/90
MOUNTAIN CLIMBERS,People,2/5/90
THE KEY TO THE EXECUTIVE WASHROOM,Thing,2/6/90
THE GREAT CHEFS OF EUROPE,People,2/6/90
MEN WOMEN AND CHILDREN,People,2/6/90
HIGH-FIBER DIET,Thing,2/6/90
NOTHING DOING,Phrase,2/6/90
SNAP OUT OF IT,Phrase,2/7/90
MARY MARTIN AND LARRY HAGMAN,Family,2/7/90
TAX EVASION CHARGES,Things,2/7/90
AFTER-DINNER MINT,Thing,2/7/90
HOCKEY PLAYER,Person,2/7/90
GRACELAND,Place,2/7/90
LOVE HANDLES,Nickname,2/8/90
NORMAN ROCKWELL PAINTING,Thing,2/8/90
RABBIT EARS OF CORN,Before & After,2/8/90
MADE SOME DRASTIC CHANGES,Phrase,2/8/90
QUALITY CONTROL,Thing,2/8/90
COME ONE COME ALL,Phrase,2/9/90
AMERICAN BAR ASSOCIATION,People,2/9/90
CRUSHED ICE CAPADES,Before & After,2/9/90
TOE-TAPPING MUSIC,Thing,2/9/90
KICK BACK AND RELAX,Phrase,2/9/90
CRYBABY,Person,2/9/90
SATIN PAJAMAS,Things,2/12/90
SOME LIKE IT HOT TAMALE,Before & After,2/12/90
WASHING MACHINE AND DRYER,Things,2/12/90
EDITORIAL STAFF,People,2/12/90
CRUMB CAKE,Thing,2/12/90
THE UNITED STATES OF AMERICA,Place,2/13/90
PRESCRIPTION EYEGLASSES,Thing,2/13/90
FRED AND WILMA FLINTSTONE,Husband & Wife,2/13/90
COFFEE BREAK A LEG,Before & After,2/13/90
PRIME TIME SCHEDULE,Thing,2/13/90
PENNY LOAFERS,Things,2/14/90
YOU'VE GOT THE CUTEST LITTLE BABY FACE,Quotation,2/14/90
WHEEL OF FORTUNE CONTESTANT,Person,2/14/90
IT'S AN INSIDE JOKE,Phrase,2/14/90
HANG GLIDER,Thing,2/14/90
AWARDS BANQUET,Event,2/14/90
